procedurecode,proceduredesc,tariffamount,tariffname
DRG2474,NEOPRESOL LOTION,1656.00,isalu
DRG4613,NEOSTIGMINE 2 5MG INJ,720.00,isalu
PCD202,Nephrectomy - Simple,1200000.00,isalu
CONS033,NEPHROLOGY CONSULTATION,28215.00,isalu
CONS034,NEPHROLOGY FOLLOW UP,23085.00,isalu
DRG2479,NEUROBION TAB,60.00,isalu
DRG4617,NEUROFEN SYRUP,2160.00,isalu
DRG2480,NEUROGESIC CREAM,480.00,isalu
CONS035,NEUROLOGIST CONSULTATION,28215.00,isalu
CONS036,NEUROLOGIST FOLLOW UP,23085.00,isalu
CONS037,NEUROSURGEON CONSULTATION,41040.00,isalu
CONS038,NEUROSURGEON FOLLOW UP,35910.00,isalu
DRG2484,NEUROVITE,354.26,isalu
DRG2487,NEVIRAPINE 200MG TAB,115.20,isalu
DRG2488,NEVIRAPINE SYRUP 240MLS,8208.00,isalu
DRG2494,NICOTINIC ACID TAB,110.42,isalu
DRG2498,NIFEDIPINE 20MG TAB,153.19,isalu
DRG4623,NIFEDIPINE 30MG TAB,70.00,isalu
DRG2501,NILIDE 100MG TABLET,79.20,isalu
DRG2502,NIMESULIDE 100MG TAB,112.32,isalu
DRG2503,NIMICA SYRUP,720.00,isalu
MED0428,Nimica tab 100mg,72.00,isalu
DRG5001,NIMODIPINE TAB,670.00,isalu
DRG2504,NIMULID SYRUP,1800.00,isalu
DRG2505,NIMULID TAB 100MG,138.24,isalu
DRG3005,NITRAZEPAM 5MG,126.90,isalu
DRG2508,NITROFURANTOIN 100MG TAB,96.00,isalu
DRG2509,NITROGLYCERINE LINGUAL,36.00,isalu
DRG2510,NIVAQUINE FORTE CAP,122.40,isalu
DRG2511,NIVAQUINE SYRUP,676.80,isalu
DRG2741,NORETHISTERONE 250MG INJ,6083.15,isalu
DRG2742,NORETHISTERONE 5MG,338.87,isalu
PCD274,Normal Delivery,60000.00,isalu
DRG2522,NORMAL SALINE,1500.00,isalu
DRG2529,NO-SPA INJ 40MG/AMP,1057.32,isalu
DRG2530,NO-SPA TAB,122.40,isalu
DRG2539,NOVORAPID FLEXPEN 100U/ML,20160.00,isalu
DRG4628,NOVOTWIST NEEDLES 32G TIP,368.04,isalu
ADM0003,Nursery Room/Accommodation,27360.00,isalu
OPT109,Nylol Gel,2376.00,isalu
DRG2548,NYOLOL OPTHALMIC GEL 0.1% 5G,3168.00,isalu
MED0206,"NYSTATIN 100,000IU 15G CREAM",100.80,isalu
DRG2549,NYSTATIN ORAL DROPS 30MLS,1440.00,isalu
DRG2550,OBRON 6-CAPSULES,92.16,isalu
OPH0033,Occullerg,1924.56,isalu
DIAG733,OCCULT BLOOD -  [STOOL],6270.00,isalu
DRG4634,OCTREOTIDE INJ,22078.98,isalu
DIAG1840,Ocular Ultrasound Scan,16822.08,isalu
DRG2555,OCUVITE CAPSULE,103.68,isalu
DRG2556,OCUVITE CAPSULE WITH LUTEIN,129.60,isalu
DRG2558,OFLOMED 200MG TABS,55.00,isalu
DRG2559,OFLOXACIN 200MG TAB,73.60,isalu
DRG2035,OFLOXACIN 400MG TAB,85.00,isalu
DRG2606,OFLOXACIN AND ORNIDAZOLE 100MG/500MG TAB,282.24,isalu
DRG2617,OFLOXACIN/BECLOMETASONE/CLOTRIMAZOLE EAR DROP,1792.93,isalu
OPT112,OINTMENT,2939.47,isalu
DRG2562,OLANZAPINE 10MG TAB,112.86,isalu
DRG2563,OLANZAPINE 5MG TAB,203.70,isalu
DRG2568,OLFEN 75mg TAB,720.00,isalu
DRG2570,Oligocare,112.86,isalu
DRG2574,OMEGA H3 CAP,6112.26,isalu
DRG2575,OMEGA-H3 Blue per sach,249.48,isalu
DRG2576,OMEGA-H3 LIQUID,110.00,isalu
DRG2580,OMEPRAZOLE 20MG INJECTION,2097.85,isalu
DRG2357,OMEPRAZOLE 20MG TAB,82.80,isalu
DRG2029,OMEPRAZOLE 40MG TAB,155.00,isalu
CONS075,ONCOLOGY(1STVISIT),47500.00,isalu
CONS076,ONCOLOGY(FOLLOWUP),25000.00,isalu
MED0101,ONDANSETRON 4MG INJECTION,1840.22,isalu
MED0332,ONDANSETRON Tab,1108.80,isalu
DRG4951,ONDANSETRON TAB 4MG,276.04,isalu
DRG4643,ONDASENTRON INJ 8MG 4ML,1100.00,isalu
DRG5000,ONGLYZA 5MG/TAB,582.12,isalu
PCD41,OPEN APPENDICECTOMY,461700.00,isalu
PCD289,Open Oophorectomy - Bilateral,491040.00,isalu
PCD291,OPEN OVARIAN CYSTECTOMY - BILATERAL,418560.00,isalu
PCD290,OPEN OVARIAN CYSTECTOMY - UNILATERAL,624000.00,isalu
PCD293,Open Salpingectomy - Unilateral,150000.00,isalu
CONS039,OPTHALMOLOGIST CONSULTION,5000.00,isalu
CONS040,OPTHALMOLOGIST REVIEW,2500.00,isalu
OPT168,OPTOMETRIST CONSULTATION,15390.00,isalu
OPT170,OPTOMETRIST FOLLOW UP/ REVIEW,2500.00,isalu
DRG2592,OPTREX EYE DROPS,3312.00,isalu
DRG4647,OPV IMMUNIZATION,3773.00,isalu
DRG1621,ORAL CONTRACEPTIVES,1224.00,isalu
DIAG256,ORAL GLUCOSE TOLERANCE TEST,7674.48,isalu
DRG1829,ORAL REHYDRATION SALTS,200.00,isalu
DRG2594,ORAQUICK HIV SELF-TEST,4062.96,isalu
PCD232,ORCHIDOPEXY - BILATERAL,473088.00,isalu
PCD231,ORCHIDOPEXY - UNILATERAL,648000.00,isalu
DRG2604,ORGANIC HEALTH ZINC 100MG X60,200.00,isalu
PCD4234,ORIF WITH IMPLANT ORIF WITH IMPLANT /OPEN REDUCTION AND INTERNAL FIXATION,32400.00,isalu
DRG4652,OROFER SYRUP,935.00,isalu
DRG2519,ORPHENADRINE + PARACETAMOL,55.00,isalu
BRG2519,ORPHENADRINE + PARACETAMOL  (BRANDED),71.28,isalu
DRG2517,ORPHENADRINE 100MG,57.60,isalu
DRG2518,ORPHENADRINE/ASPIRIN/CAFFEINE,135.19,isalu
DENT97,Orthodontic Treatment - I,12000.00,isalu
DENT98,Orthodontic Treatment - II,50000.00,isalu
DENT99,Orthodontic Treatment - III,20000.00,isalu
CONS043,ORTHOPAEDIC CONSULTATION,23085.00,isalu
CONS044,ORTHOPAEDIC FOLLOW UP,13500.00,isalu
MED0433,Oruvail cap 200mg,250.56,isalu
DRG2611,ORVET TAB,43.20,isalu
DRG4654,Ova care x30,1799.82,isalu
DRG2622,Ovacare,495.00,isalu
PCD4235,Ovarectomy/ovarian cysts,76800.00,isalu
DRG4656,OXYBUTYNIN 5MG TABS,92.02,isalu
PCD904,OXYGEN THERAPY,8000.00,isalu
DRG4976,OXYMETHAZOLINE NASAL DROPS 10MLS 1 BOT,770.00,isalu
DRG2624,OXYTOCIN INJ 10 UNIT,1000.00,isalu
CONS077,PAEDIATIC AND DEVELOPMENTAL NEUROLOGY(FOLLOWUP),20825.00,isalu
CONS078,PAEDIATRIC AND DEVELOPMENTAL NEUROLOGY(1STVISIT),26775.00,isalu
CONS079,PAEDIATRIC CARDIOLOGY(1STVISIT),26775.00,isalu
CONS080,PAEDIATRIC CARDIOLOGY(FOLLOWUP),20825.00,isalu
CONS045,PAEDIATRIC SURGEON CONSULTATION,28215.00,isalu
CONS046,Paediatric Surgeon Review,23085.00,isalu
CONS047,PAEDIATRICIAN CONSULTATION,24300.00,isalu
CONS048,PAEDIATRICIAN FOLLOW UP,13500.00,isalu
PCD80,"Pancreas - Total Excision Of, Or Pancreatico-Duodenectomy",369600.00,isalu
DRG2640,PANFOR SR 500mg,144.00,isalu
DIAG517,PAP SMEARS PROCEDURE -  [PAP SMEAR],36679.50,isalu
DRG4671,PARACETAMOL 125MG SUPPOSITORY,302.94,isalu
DRG2312,PARACETAMOL 125MG SYRUP,979.36,isalu
DRG4668,PARACETAMOL 150MG SUPPOSITORY,200.00,isalu
DRG1160,PARACETAMOL 450MG/ ORPHENADRINE 35MG,90.00,isalu
DRG2641,PARACETAMOL 500MG,40.00,isalu
DRG4672,PARACETAMOL DROP,1462.17,isalu
MED0571,PARACETAMOL INFUSION,1995.00,isalu
DRG2642,PARACETAMOL INJ 150MG/ML,261.36,isalu
DRG2644,PARALDEHYDE INJ,388.80,isalu
DRG2646,Parlodel 2.5mg bromokritin,1026.29,isalu
DRG2647,PARLODEL TABLET,216.00,isalu
PCD10,Partial Mastectomy Bilateral,712800.00,isalu
PCD499,Patella Arthroplasty,552000.00,isalu
DIAG1809,PCD (Obstetrics),6500.00,isalu
DIAG1811,PCD Both Eyes,30940.00,isalu
DIAG1812,PCD Carotids,42768.00,isalu
DIAG1813,PCD Lower Extremity Arterial Study (Both Limbs),23900.00,isalu
DIAG1814,PCD Lower Extremity Arterial Study (Left Limb),49896.00,isalu
DIAG1817,PCD Lower Extremity Venous Study (Both Limbs),23900.00,isalu
DIAG1820,PCD Occular,7700.00,isalu
DIAG1822,PCD PELVIS (FEMALE),6000.00,isalu
DIAG1821,PCD Pelvis (male),30999.50,isalu
DIAG1823,PCD Renal,16900.00,isalu
DIAG1825,PCD Upper Extremity Arterial Study (Left Limb),16900.00,isalu
DIAG1830,PCD Varicocele,30107.00,isalu
DIAG441,PCV -PACKED CELL VOLUME (HAEMATOCRIT) -  [BLOOD],1960.20,isalu
DRG2653,PEFLOXACIN 400MG TAB,403.92,isalu
PCD4244,Pelvic Evisceration,4656.00,isalu
Pro0001,PELVIC SCAN,5400.00,isalu
DIAG127,PELVIMETRY,5000.00,isalu
PCD353,Penetrating Keratoplasty Or Similar,384000.00,isalu
DRG2654,Penicillin eye ointment,562.72,isalu
DRG2655,PENICILLIN OINTMENT SKIN,475.20,isalu
MED0048,PENICILLIN V POTASSIUM 500MG TAB,551.31,isalu
DRG4682,PENTAVALENT VACCINE,3773.00,isalu
DRG4683,PENTAXIM 1 VIAL,1500.00,isalu
DRG2658,PENTAZOCINE INJ 30MG,1000.00,isalu
MED0075,PERFLOXACIN 400MG,597.64,isalu
DRG1637,PERIDOPRIL/AMLODIPINE/INDAPAMIDE 10/10/2.5MG,1360.42,isalu
DRG1633,PERINDOPRIL ARGININE/AMLODIPINE 10MG/10MG,2206.15,isalu
DRG1634,PERINDOPRIL ARGININE/AMLODIPINE 10MG/5MG,1003.86,isalu
DRG1638,PERINDOPRIL TABS 10MG,1420.37,isalu
DRG1639,PERINDOPRIL TABS 5MG,1370.15,isalu
MED0463,PERINDOPRIL/INDAPAMIDE 10mg/2.5mg,1743.72,isalu
DIAG443,PERIPHERAL BLOOD FILM SMEAR  -  [BLOOD],1200.00,isalu
DIAG444,PERIPHERAL SMEAR REPORT BY HAEMATOLOGIST - [EDTA BLOOD],1000.00,isalu
DRG2670,PETHIDINE INJ,360.00,isalu
Ann0022,"PHE ( WEIGHT, HEIGHT, BMI, BLOOD PRESSURE) VISUAL ACUITY, URINALYSIS, CHEST X-RAY, FASTING BLOOD SUGAR, TOTAL CHOLESTEROL, PAP SMEAR, LIVER FUNCTION TEST, EUCR, FBC",1500.00,isalu
DRG4692,PHENEGAN SYRUP,983.14,isalu
DRG2674,PHENERGAN 25MG TABS X56,20.00,isalu
DRG2675,PHENOBARBITONE 30MG TAB,41.58,isalu
DRG4693,PHENOBARBITONE INJ 200MG ML,2328.48,isalu
DRG2676,PHENOBARBITONE SYRUP,1552.32,isalu
DRG2678,PHENYTOIN 100MG  CAP,72.00,isalu
DRG4695,PHENYTOIN INJ,3675.08,isalu
DRG2679,PHERNEGAN SYRUP,3456.00,isalu
DIAG286,"PHOSPHORUS, INORGANIC -  [SERUM]",2874.96,isalu
DIAG1498,Phosphotidylserine IgG antibody - [Serum],25000.00,isalu
PHOT01,PHOTOTHERAPY (SINGLE) PER DAY,10800.00,isalu
CLI0148,Physical Examination,2112.00,isalu
DIAG019,PHYSICALS,2112.00,isalu
CONS051,PHYSIOTHERAPIST CONSULTATION,6000.00,isalu
CONS052,PHYSIOTHERAPIST REVIEW,4860.00,isalu
DRG2686,PILOCARPINE 2% EYE DROP,1440.00,isalu
DRG2687,PILOCARPINE 4% EYE DROP,1584.00,isalu
PCD4255,PINT OF SCREENED BLOOD (RH  VE) POSITIVE,77000.00,isalu
PCD4256,PINT OF SCREENED BLOOD (RH -VE)NEGATIVE,33312.00,isalu
DRG2689,PIOGLITAZONE 15MG,144.00,isalu
DRG2690,PIOGLITAZONE 30MG,184.34,isalu
DRG1918,PIROXICAM 20MG,54.67,isalu
DRG1919,PIROXICAM GEL,3600.00,isalu
DRG2698,PIROXICAM INJ 20MG,216.00,isalu
DRG2701,PLASMOTRIM RECTOCAP 50MG,417.60,isalu
DRG2702,PLASMOTRIM TAB 200MG,460.80,isalu
PCD445,PLASTER OF PARIS BELOW ELBOW,91800.00,isalu
PCD455,PLASTER OF PARIS FOOT/ANKLE CAST,35000.00,isalu
PCD452,Plaster Of Paris Hand Cast,25000.00,isalu
PCD451,Plaster Of Paris Hip - Spica,2400.00,isalu
PCD456,PLASTER OF PARIS LEG CAST,35000.00,isalu
PCD447,PLASTER OF PARIS LONG ARM,57500.00,isalu
PCD446,Plaster Of Paris Upper Arm U -Slab,25000.00,isalu
CONS053,PLASTIC SURGEON CONSULTATION,47500.00,isalu
CONS054,PLASTIC SURGEON REVIEW,38000.00,isalu
DRG2705,PLENDIL TAB 10MG,216.00,isalu
DRG2706,PLENDIL TAB 5MG,172.80,isalu
DRG4705,PNEUMOCOCCAL VACCINE,3000.00,isalu
DRG2709,PODOPHYLLIN CREAM 20G,5821.20,isalu
DRG2710,Podophyllin Paint Compound 5ml,660.00,isalu
DRG2712,POLYAMIN CAPSULES,103.68,isalu
DRG2713,POLYCROL FORTE GEL,1440.00,isalu
DENT105,PORCELAIN FUSED TO METAL CROWN (PFM),2500.00,isalu
DENT106,Porcelain fused to metal crown (Special),60000.00,isalu
DENT107,Porcelain fused to metal crown (Special) bridge per unit,20000.00,isalu
DENT108,Porcelain Fused to metal crown bridge per unit,50000.00,isalu
DENT110,POST AND CORE (PER TOOTH),25000.00,isalu
PCD196,Posterior maxillectomy,691200.00,isalu
DRG2719,Postinor 2,1948.32,isalu
DRG2720,POSTINOR TAB,374.40,isalu
DIAG292,POTASSIUM -  [SERUM],2482.92,isalu
DRG2945,POTASSIUM CHLORIDE 600MG TAB,90.00,isalu
DRG2197,POTASSIUM CHLORIDE INJ,108.00,isalu
DIAG1793,Potassium Chloride Injection (per Ampule),1247.40,isalu
DRG2384,POTASSIUM CITRATE,2191.00,isalu
DRG4711,POTASSIUM PERMANGANATE CRYSTAL,776.16,isalu
DIAG169,POTTASIUM CHLORIDE,2760.33,isalu
DRG2721,POWERCEF 250MG INJ,1209.60,isalu
DRG2723,PRAZIQUANTEL 600MG TAB,194.40,isalu
MED0521,prednisolone 20mg,84.74,isalu
DRG2668,PREDNISOLONE 5MG TAB,95.04,isalu
DRG2311,PREGABALIN 75MG CAPS,100.00,isalu
DRG2731,PREGNACARE CAP,439.59,isalu
DRG2732,PREGNAGAIN CAPS,310.00,isalu
DIAG1688,PREGNANCY TEST -  [SERUM],2732.40,isalu
DIAG1689,PREGNANCY TEST -  [URINE],1500.00,isalu
DRG2733,PREGNYL 5000IU INJ,4464.00,isalu
ADM0004,PREMIUM EXECUTIVE,31200.00,isalu
DRG4718,PRENATAL CAPS,30.00,isalu
DRG5003,PREVANAR,17050.00,isalu
MED0115,PREVENAR 13 (PNEUMOCOCCAL CONJUGATE),44763.73,isalu
DRG4719,PREVENAR VACCINE,12100.00,isalu
DRG2738,PRIMALAR TAB,148.32,isalu
DRG2739,PRIMARIN TAB,80.64,isalu
DRG2740,PRIMOGYN DEPOT 10MG INJ,1368.00,isalu
ADM01,PRIVATE ROOM,25650.00,isalu
FEED01,PRIVATE ROOM FEEDING PER DAY,9720.00,isalu
DRG2749,PROCAINE PENICILLIN INJ,2760.09,isalu
DRG2964,PROCHLORPERAZINE MESYLATE INJECTION,41.58,isalu
INP0003,PROFESSIONAL FEE,0.10,isalu
DIAG592,PROGESTERONE (P4) -  [SERUM],26125.00,isalu
MED0156,PROGESTERONE 100MG,3492.72,isalu
DRG1651,PROGESTERONE 400MG,3100.00,isalu
MED0184,PROGESTERONE INJ,3029.90,isalu
DRG4723,PROGESTERONE INJ 25MG PER ML,5429.21,isalu
DRG2751,PROGUANIL 100MG TAB,32.50,isalu
DRG2752,PROGYNOVA,10059.86,isalu
DIAG593,PROLACTIN -  [SERUM],6500.00,isalu
PCD86,Prolapse Of Rectum - Laparoscopic Rectopexy,336000.00,isalu
DRG2753,PROMETHAZINE INJ 25MG,558.36,isalu
DRG2754,PROMETHAZINE SYRUP,950.00,isalu
DRG2755,PROMETHAZINE TAB 25MG,22.77,isalu
DRG2708,PROPANOLOL 40MG,63.50,isalu
MED0400,PROPANOLOL TAB 20MG,41.58,isalu
DRG2758,PROSCAR 5MG TAB,660.96,isalu
DRG2759,PROSTACARE,439.56,isalu
PCD222,Prostate - Needle Biopsy  Neddle,256500.00,isalu
PCD224,Prostatectomy,1026000.00,isalu
DIAG451,Prostrate Biopsy (Ultrasound Guided),6500.00,isalu
DIAG779,Protein Electrophoresis - [Urine 24H],7722.00,isalu
DIAG1514,Protein Electrophoresis/ Serum Electrophoresis -  [Serum],40700.00,isalu
DIAG299,Proteins -  [CSF],2600.00,isalu
DIAG303,PROTEINS -  [SERUM],1150.00,isalu
DIAG1690,PROTHROMBIN TIME (PT) -  [CITRATE  PLASMA],9773.68,isalu
DRG2762,PROVIRON 25MG TAB,115.20,isalu
DIAG1517,PSA -PROSTATE SPECIFIC ANTIGEN -  [TISSUE],24829.20,isalu
DIAG595,"PSA -PROSTATE SPECIFIC ANTIGEN, TOTAL -  [SERUM]",8000.00,isalu
DRG2937,PSEUDOEPHEDRINE AND GUAIFENESIN,1566.03,isalu
DRG1032,PSEUDOEPHEDRINE HYDROCHLORIDE 60MG/ TRIPROLIDINE HYDROCHLORIDE 2.5MG,250.00,isalu
DRG1031,PSEUDOEPHEDRINE HYDROCHLORIDE/ TRIPROLIDINE HYDROCHLORIDE SYRUP,1368.00,isalu
CONS055,PSYCHIATRIST CONSULTATION,28215.00,isalu
CONS056,PSYCHIATRIST REVIEW,23085.00,isalu
ADM00020,PSYCHOTHERAPY,21120.00,isalu
OPT201,Pterygium Excision,676800.00,isalu
DIAG1519,PTH -PARA THYROID HORMONE (INTACT MOLECULE) -  [EDTA PLASMA / SERUM],35000.00,isalu
DIAG1693,PTTK -PARTIAL THROMBOPLASTIN TIME -  [CITRATE  PLASMA],8925.00,isalu
MED0420,Pulmicort Nebule 0.25Mg,2093.85,isalu
MED0434,Pulmicort Nebules 0.5mg,2405.70,isalu
DRG2765,PULMICORT TURBOHALER,9792.00,isalu
PCD208,PYELOPLASTY,1200000.00,isalu
DRG4738,Pylorest x60,715.00,isalu
SUR0137,PYLOROMYOTOMY (PAED),681120.00,isalu
DRG2780,PYRANTRIN SUSPENSION,720.00,isalu
DRG2781,PYRANTRIN TABLETS,86.40,isalu
DRG2782,PYRAZINAMIDE  SYRUP,65.34,isalu
DRG2783,PYRAZINAMIDE  TAB 500MG,65.34,isalu
DRG2784,PYRIDOZINE 50MG TAB,187.20,isalu
DRG1856,PYRITINOL  SYRUP 100MLS,6480.00,isalu
DRG1857,PYRITINOL SYRUP 120MLS,3744.00,isalu
DRG2789,QUININE INJ. 600MG,350.00,isalu
DRG2790,QUININE SYR 200MLS,1224.00,isalu
DRG2791,QUININE TAB 300MG,35.00,isalu
DRG1020,RABEPRAZOLE 20MG,55.00,isalu
DRG4748,RABIES VACCINE 25IU,19093.54,isalu
DRG2645,RABREPAZOLE 20MG TAB,568.80,isalu
PCD15,Radical mastectomy - Bilateral,720000.00,isalu
PCD239,Radical Orchidectomy,543840.00,isalu
PCD223,Radical Retropubic Prostatectomy,912000.00,isalu
DRG2793,RAMIPRIL 10MG,103.50,isalu
DRG2794,RAMIPRIL 2.5MG,130.74,isalu
DRG2795,RAMIPRIL 5MG,193.12,isalu
DRG3049,RAMIPRIL/HYDROCHLOROTHIAZIDE (THIAPRIL) 5/12.5mg,172.80,isalu
DIAG215,RANDOM BLOOD SUGAR,2250.00,isalu
DRG2804,RANITIDINE 150MG TAB,87.42,isalu
DRG2129,RANITIDINE 300MG TAB,190.00,isalu
DRG4751,RANITIDINE INJECTION 50MG,1116.00,isalu
DIAG1695,RAPID PLASMA REAGIN (RPR/VDRL) TEST -  [SERUM],3076.92,isalu
DRG2807,REALFLEX TAB 400mg,739.94,isalu
DRG2809,RECTOGESIC OINTMENT,3177.72,isalu
DRG4753,REDOXON 1G TAB,309.60,isalu
OPT123,REFRACTION,7695.00,isalu
REG,REGISTRATION,2400.00,isalu
DRG2812,REGROTON TAB,144.00,isalu
DRG2838,REMAL 40/320 X9TABS,1496.88,isalu
PCD683,REMOVAL FOREIGN BODIES,37800.00,isalu
PCD136,REMOVAL OF FOREIGN BODY (SIMPLE),3000.00,isalu
PCD4278,Removal of Implant,80000.00,isalu
PCD300,REMOVAL OF INTRAUTERINE DEVICE IUCD,20520.00,isalu
PCD4279,Removal Of IUCD Under General Anaesthesia,25000.00,isalu
PCD4280,Renal Cystectomy,683520.00,isalu
SON0002,Renal Doppler Scan (bilateral),12117.60,isalu
DRG2840,RENERVE PLUS SATCHET,738.01,isalu
PCD118,REPAIR OF INCISIONAL HERNIA,513000.00,isalu
PCD4282,REPAIR OF MINOR LACERATION,25000.00,isalu
PCD252,Repair of Recto-vaginal Fistula,336000.00,isalu
DENT111,Repair of removable orthodontic appliance,400000.00,isalu
PCD242,Repair Of Third Degree Tear,35000.00,isalu
PCD121,REPAIR OF UMBILICAL HERNIA,461700.00,isalu
PCD83,Resection Of Rectum - Abdominoperineal,23712.00,isalu
DRG1385,Reserpine + Dihydroergocristine + Clopamide (Restricted) Tablet Reserpine 0.1mg + Dihydroergocristine 0.5mg + Clopamide 5.0mg Tab.,187.20,isalu
CONS059,RESPIRATORY PHYSICIAN / PULMONOLOGIST CONSULTATION,33250.00,isalu
CONS060,Respiratory Physician / Pulmonologist Follow Up,26125.00,isalu
DIAG418,Reticulocyte Count,6949.80,isalu
DRG2843,RETIN A CREAM,10322.93,isalu
DIAG1696,RF -RHEUMATOID FACTOR - QUALITATIVE - [SERUM],12540.00,isalu
DIAG1697,Rhesus (Anti D) Antibody titre -  [Serum],15681.60,isalu
CONS061,RHEUMATOLOGY CONSULTATION,28215.00,isalu
CONS062,RHEUMATOLOGY FOLLOW UP,23085.00,isalu
DRG2854,RHOGAM (ANTI-RH D IMMUNOGLOBULIN),95153.51,isalu
DRG4756,RIBOFLAVINE 3MG,64.84,isalu
DRG2856,RIFAMPICIN  CAP 300MG,57.60,isalu
DRG2857,RIFAMPICIN 100MLS SYRUP,1108.80,isalu
DRG2855,Rifampicin 150mg,1540.00,isalu
DRG2858,RIFAMPICIN 60MLS SYRUP,864.00,isalu
DRG2859,RINGER'S LACTATE,1664.96,isalu
DRG2860,RISPERDAL 2MG,130.68,isalu
DRG2861,RISPERDAL 3MG TAB,100.80,isalu
DRG4759,RISPERIDONE 2MG,568.47,isalu
DRG3254,RIVAROXABAN 20MG,4839.91,isalu
DRG2869,ROHYPNOL TAB 1 MG,154.08,isalu
DRG2871,ROPHEGAN PROMETHAZINE SYR,665.28,isalu
MED0384,Rosuvastatin 10Mg,1033.56,isalu
DRG1644,ROSUVASTATIN 10MG,150.00,isalu
DRG1645,ROSUVASTATIN 20MG,200.00,isalu
DRG2222,ROSUVASTATIN 5MG,352.90,isalu
DRG4766,ROTAVIRUS VACCINE,11097.15,isalu
DIAG743,"ROUTINE EXAMINATION, STOOL (BASIC) -  [STOOL]",3391.50,isalu
DIAG372,"Routine Examination, urine -  [Urine]",1963.50,isalu
MED0069,Routine Immunization (NPI),1632.00,isalu
DRG2874,ROVAMYCIN 3MU TAB,449.28,isalu
DRG2875,ROVIGON TAB,50.40,isalu
DRG2879,ROXICEF INJECTION 750MG,2910.60,isalu
DIAG401,Rubella (German Measles) -IgG Antibodies -  [Serum],11016.00,isalu
DIAG402,Rubella (German Measles) -IgM Antibodies -  [Serum],10000.00,isalu
SUR0179,RUPTURED APPENDECTOMY,755040.00,isalu
DRG2887,SABRESTEN VAG CREAM,1296.00,isalu
DRG1952,SACCHAROMYCES BOULARDII,1835.89,isalu
DRG3159,SALBUTAMOL 2MG TAB,20.00,isalu
DRG3160,SALBUTAMOL INHALER,7000.00,isalu
DRG2895,SALBUTAMOL INHALER 100MCG,5346.00,isalu
DRG2825,SALBUTAMOL NEBULES 2.5MG,1500.00,isalu
DRG3161,SALBUTAMOL NEBULES 5MG/VIAL,1200.00,isalu
DRG3162,SALBUTAMOL SYRUP,1001.25,isalu
DRG2896,SALBUTAMOL TAB 4MG,29.00,isalu
DRG2897,SALICYLIC ACID OINTMENT,3000.00,isalu
DRG2900,SALINE NASAL DROPS,1940.40,isalu
DRG4769,SALMETEROL FLUTICASONE 250MCG,2465.00,isalu
DRG2916,SALMETEROL/FLUTICASONE 50MG/250MG,10080.00,isalu
DRG2901,SANATOGEN MULTIVITAMIN GOLD,144.00,isalu
DRG2902,SANATOGEN TAB FOR CHILDREN,105.12,isalu
MED0080,SAYANA PRESS INJECTION,2208.26,isalu
DRG4771,SCOTCH CAST,81000.00,isalu
DIAG1842,SCROTAL ULTRASOUND  DOPPLER,36566.64,isalu
DRG2907,SECNIDAZOLE 500MG TABS,700.00,isalu
DIAG1547,Selenium ICPMS - [Serum],498.96,isalu
DIAG745,SEMEN M/C/S,9000.00,isalu
DIAG746,"SEMEN, ROUTINE EXAMINATION/ SEMINAL FLUID ANALYSIS - [SEMEN]",4775.76,isalu
ADM02,SEMI PRIVATE ROOM,12960.00,isalu
FEED02,SEMI PRIVATE ROOM FEEDING PER DAY,7200.00,isalu
DRG2915,SERETIDE DISKUS 100MCG,16567.38,isalu
DRG2917,SEROXAT,368.64,isalu
DRG4780,SERTRALINE 50MG,593.60,isalu
