procedurecode,proceduredesc,tariffamount,tariffname
BIO0033,SERUM PHOSPHATE,5200.00,isalu
MED0461,SETRALINE 100MG,181.44,isalu
DRG2921,SEVEN SEAS ORANGE FLAVOR,4864.86,isalu
OPH0012,SHIRMER'S TEST,2688.00,isalu
SUR0171,silver nitrate stick,15717.24,isalu
DRG1694,SILVER SULFADIAZINE CREAM,3244.35,isalu
DRG2927,SILVERBIRD EUCALYPTUS OIL,5786.27,isalu
DRG4782,Silymarin (Silybon) 140mg x30,460.07,isalu
DRG4783,Silymarin (Silybon) 70mg x30,165.00,isalu
PCD190,Simple Mastoidectomy,696000.00,isalu
DRG2929,SIMVASTATIN 10MG,71.45,isalu
DRG2930,SIMVASTATIN 20MG,108.15,isalu
DRG2932,SIMVASTATIN 40MG,7397.28,isalu
DRG2935,SIMVOR 20MG TAB,115.20,isalu
DRG2936,Sinemet  275mg,407.48,isalu
PCD139,Skin Lesion Excision with Direct Closure,163200.00,isalu
PCD140,Skin Lesion Excision with Flap Closure Under GA,182400.00,isalu
DIAG748,SKIN SNIP FOR MICROFILARIE,15675.00,isalu
PCD479,SKIN TRACTION,7560.00,isalu
PCD72,Small Bowel Resection,21120.00,isalu
PCD4312,SMALL CYST EXCISION,25000.00,isalu
DIAG311,Sodium -  [Serum],2613.60,isalu
DRG4792,SODIUM BICARBONATE 300MG TABS,45.00,isalu
DRG2946,SODIUM BICARBONATE INJ,1871.10,isalu
DRG2947,SODIUM CHROMOGLYCATE EYE DROPS,1656.00,isalu
MED0403,SODIUM VALPROATE TAB 200MG,237.60,isalu
MED0016,SODIUM VALPROATE TAB 500MG,343.84,isalu
DRG4795,SOFRATULLE,280.00,isalu
DRG4797,SOFTBAN,220.00,isalu
DRG2950,SOLOTONE Tonic,1320.00,isalu
DRG2951,SOLUSET,13816.88,isalu
DIAG1843,SONO ABDOMEN SCAN,7800.00,isalu
DIAG1846,SONO ABDOMINOPELVICS,4500.00,isalu
DIAG1847,SONO ANOMALY SCAN,135000.00,isalu
DIAG1850,SONO CHEST,2500.00,isalu
DIAG1852,SONO FOLLICULAR STUDY,11511.72,isalu
DIAG1858,SONO HSG,36566.64,isalu
DIAG1862,SONO NECK,6000.00,isalu
DIAG1864,SONO OBSTETRICS WITH BIOPHYSICAL PROFILE,17100.00,isalu
DIAG1865,SONO OBSTETRICS/PREG(1 TO 3 MONTHS),6000.00,isalu
DIAG1867,SONO OBSTRICS 4D SCAN,20179.37,isalu
DIAG1871,SONO PROSTRATE / TRUS,13543.20,isalu
DIAG1875,SONO TESTES /  SONO SROTUM / SCROTAL DOPPLER,17606.16,isalu
DIAG1876,SONO THYROID SCAN,17100.00,isalu
DIAG1878,SONO TRANSRECTAL,14256.00,isalu
DIAG1879,SONO TRANSVAGINAL,5500.00,isalu
DRG2954,SPARFLOXACIN 200MG TAB,730.62,isalu
CONS081,SPEECH THERAPY(1STVISIT),26180.00,isalu
CONS082,SPEECH THERAPY(FOLLOWUP),15360.00,isalu
DRG1062,SPIRONOLACTONE 25MG,80.00,isalu
PCD87,Splenectomy,366720.00,isalu
DRG2958,SPORANOX 100MG CAP,158.40,isalu
DIAG750,SPUTUM M/C/S,4312.44,isalu
DRG4807,STELAZINE TABS,225.72,isalu
PCD517,Stellate Ganglion Block,50000.00,isalu
DIAG753,STOOL M/C/S,5500.00,isalu
DIAG755,"STOOL, ROUTINE EXAMINATION, (BASIC) -  [STOOL]",3555.09,isalu
DRG2974,STREPTOMYCIN INJ 1G,1746.36,isalu
PCD4320,Subdural Tap,1536.00,isalu
PCD111,Subtotal Thyroidectomy Bilateral,1440000.00,isalu
SUR0152,SUCTION CURRETAGE/EVACUATION,70200.00,isalu
DRG2980,SUDOCREAM 125g,5433.12,isalu
DIAG315,Sugar Level [Body Fluid],700.00,isalu
DRG1910,SULFADOXINE AND PYRIMETHAMINE,699.29,isalu
DRG1912,SULFADOXINE AND PYRIMETHAMINE  SYRUP,576.00,isalu
DRG2989,SULPHADEINE PLUS SOLUBLE,172.80,isalu
DRG2992,SUMATRIPTAN 50MG,1748.21,isalu
PCD104,Superficial Parotidectomy-Bilateral,710400.00,isalu
DRG2999,SUPRADYN CAP,165.60,isalu
PCD225,Suprapubic Cystostomy,183600.00,isalu
PCD4324,SURGERY OF COMPLICATIONS OF APPENDICITIS,263670.00,isalu
PCD132,Surgical Drainage Of Anal Abscess,34368.00,isalu
PCD4331,SURGICAL EXTRACTION,0.00,isalu
DRG3002,SUSTANON INJ 250MG,5904.00,isalu
PCD4333,Suture Of Major Wounds (Surgical Fees Only),10000.00,isalu
PCD4334,SUTURING OF LACERATIONS,7500.00,isalu
PCD4335,SUTURING OF LACERATIONS(MAJOR),1320.00,isalu
PCD4336,SUTURING OF LACERATIONS(MINOR),5000.00,isalu
DRG4822,SYMBICORT INHALER 160 4.5,31434.48,isalu
DRG4823,SYMBICORT TURBUHALER 80 4.5MG,6912.00,isalu
DRG3007,SYNERGO TAB 0.5MG,3987.52,isalu
DRG4825,SYNFLORIX VACCINE,3773.00,isalu
PCD4337,Synovectomy,816000.00,isalu
DRG3010,SYNTOCINON INJ,1247.40,isalu
OPT184,SYRINGING AND PROBING,32400.00,isalu
DIAG600,"T3,Total (Tri-iodothyronine) -  [Serum]",8000.00,isalu
DIAG602,"T4,Total (Thyroxine) -  [Serum]",8000.00,isalu
MED0438,Tab Gabapentin NT 400/10mg,187.29,isalu
DRG3011,TABALON TAB,100.98,isalu
DRG5004,TADALAFIL 10MG/TAB,966.11,isalu
DRG3015,TADALAFIL 20MG TAB,970.20,isalu
DRG3016,TALEN 1.5MG TAB,189.00,isalu
DRG3018,TAMOXIFEN TAB 20MG,144.00,isalu
DRG3019,TAMSULOSIN HYDROCHLORIDE 0.4MG CAP,211.68,isalu
DRG1771,TAMSULOSIN HYDROCHLORIDE/FINASTERIDE 0.4/0.5MG,800.00,isalu
DRG3021,TARIVID 200MG TAB,360.00,isalu
DRG3022,TAVANIC 500mg,10602.90,isalu
DRG3023,TAVANIC INFUSION 500MG,15523.20,isalu
DRG3024,TAVEGYL 1MG TAB,72.00,isalu
DIAG759,TB Spot Test,1000.00,isalu
DRG4832,TCP OINTMENT 30G,735.00,isalu
DRG4833,TED STOCKINGS,11520.00,isalu
DRG2372,TELMISARTAN 40MG,200.00,isalu
DRG3032,TELMISARTAN 80MG TABS,115.70,isalu
DRG3119,TELMISARTAN/AMLODIPIN 40/10mg,659.34,isalu
DRG3120,TELMISARTAN/AMLODIPIN 40/5MG TABS per satchet,651.43,isalu
DRG3122,TELMISARTAN/AMLODIPIN 80/5MG TABS,651.43,isalu
DRG3033,Tenex- Tenoxicam,129.60,isalu
DRG3034,TENOFOVIR TAB X 30,6160.00,isalu
DRG3037,TENORETIC TAB,543.30,isalu
DRG2207,TERBINAFINE 250MG TAB,289.36,isalu
DRG2208,TERBINAFINE HYDROCHLORIDE CREAM,4195.69,isalu
PCD237,Testicular Biopsy,193248.00,isalu
DIAG604,TESTOSTERONE (TOTAL) -  [SERUM],7500.00,isalu
MED0157,TESTOSTERONE 1G,3029.40,isalu
DIAG1587,TESTOSTERONE FREE -[SERUM],22096.80,isalu
DRG3043,TETANUS TOXOID INJ 0.5MG,420.00,isalu
DRG3044,TETRACYCLINE CAP 250MG,32.17,isalu
DRG3048,THALAZOLE  500MG TAB,43.20,isalu
SUR0151,THE LORD'S PROCEDURES,427200.00,isalu
DRG5013,Thiopentone inj. 1g,2304.00,isalu
Physio1010,Thoraco Lumber Corset,14400.00,isalu
PCD149,Thoracotomy,816000.00,isalu
DIAG760,THROAT SWAB FOR  M/C/S,4312.44,isalu
DRG3053,THROTAL SYRUP,2592.00,isalu
DIAG598,THYROID FUNCTION TEST(T3  T4  TSH)- [SERUM],15000.00,isalu
DIAG605,THYROID STIMULATING HORMONE (TSH) -  [SERUM],8000.00,isalu
SUR0166,THYROIDECTOMY,150000.00,isalu
PCD109,Thyroplasty,2880.00,isalu
DRG3054,THYROXINE TAB 0.5MG,172.80,isalu
DRG3055,THYROXINE TAB 100MCG,223.20,isalu
DRG3056,TIMOLOL 0.5% EYE DROPS,1152.00,isalu
DRG3059,TIOCOSID CREAM,1440.00,isalu
DRG2939,TIZANIDINE 2MG,290.00,isalu
DRG2940,TIZANIDINE 4MG,607.71,isalu
DRG3064,TOBRAMYCIN EYE DROP,2200.00,isalu
DRG3065,TOBRAMYCIN OINMENT,2016.00,isalu
DRG3067,TOCOVID 200mg by30 softgel,260.00,isalu
DRG3068,Tocovid caps 50mg * 30,2763.79,isalu
DRG4855,TOFRANIL IMIPRAMINE TABS 10MG OR 25MG,426.89,isalu
DRG4856,TOLTERODINE 2MG TABS,697.07,isalu
PCD4355,TONGUE TIE RELEASE,32400.00,isalu
PCD171,Tonsillectomy,779803.20,isalu
DRG4857,TOPIRAMATE 25MG TAB,323.39,isalu
MED0066,TORSEMIDE 10MG INJ,1288.15,isalu
DRG4860,TORSEMIDE 10MG TAB,175.46,isalu
DRG4859,TORSEMIDE 20MG TAB,264.13,isalu
DRG3070,TORSINEX-20MG TABS X30,110.00,isalu
PCD105,Total Parotidectomy,816000.00,isalu
PCD110,Total Thyroid Lobectomy,820800.00,isalu
SUR0141,TOTAL THYROIDECTOMY,1440000.00,isalu
PCD4400,TOXICOLOGY,24990.00,isalu
DIAG611,Toxoplasma - IgG (Qualitative) -  [CSF],21063.00,isalu
DIAG612,Toxoplasma - IgM (Qualitative  -  [CSF],20111.00,isalu
DIAG1603,TPHA-Treponema Pallidum Haemagglutination Assay -  [Serum],28084.00,isalu
DRG4862,TRADYL 100MG INJ,1948.32,isalu
DRG3045,Tramadol 37.5mg and paracetamol 325mg,600.00,isalu
DRG2849,TRAMADOL 50MG,100.00,isalu
MEB0062,TRAMADOL HCL 100MG INJECTION (BRANDED),450.00,isalu
DRG3074,TRAMAL 100MG INJ (TRADYL),792.00,isalu
MED0187,TRANEXAMIC ACID  250MG TAB,208.80,isalu
DRG3076,TRANEXAMIC ACID 100MG/ML INJ,2016.00,isalu
DRG3077,TRANEXAMIC ACID 500MG INJ,2622.31,isalu
DRG3078,TRANEXAMIC ACID 500MG TAB,350.00,isalu
PCD193,Transnasal Ethmoidectomy,849600.00,isalu
SUR0035,Transrectal Biopsy of Prostate/ Prostatectomy,192000.00,isalu
PCD54,Transverse Colectomy with Anastomosis,528000.00,isalu
Pro0003,TRANSVIGINAL SCAN,12866.04,isalu
OPT197,Traumatic Corneal And/or Scleral Laceration Repair  (Major-SURGICAL),21120.00,isalu
DRG3080,TRAVANTAN OINTMENT,11325.60,isalu
DRG3081,TRAVOCORT CREAM,2678.40,isalu
DRG3079,TRAVOPROST EYE DROP,10944.00,isalu
DRG2184,TRIAMCINOLONE 40MG INJECTION,4600.55,isalu
DRG3094,TRIBOTAN BABY,2333.91,isalu
DRG3095,TRIBOTAN CREAM ADULT,2023.29,isalu
DRG3098,TRIFLUERAZINE 5MG TAB,31.68,isalu
DRG4873,TRIFLUOPERAZINE 5MG,135.00,isalu
DIAG319,TRIGLYCERIDES -  [SERUM],2990.79,isalu
DRG1192,TRIHEXYPHENIDYL 5MG TAB,235.97,isalu
DRG3156,TRIMETAZIDINE 35MG,195.00,isalu
DRG1284,TRIPLE ACTION CREAM,1668.70,isalu
DRG3101,TRITACE 2.5MG * 28 TABS,201.60,isalu
DRG4882,Tropicamide (Mydriacyl) 1%,1944.00,isalu
DIAG617,TROPONIN-I -  [SERUM] (QUANTITATIVE),31350.00,isalu
DIAG619,TROPONIN-I - [SERUM] (QUALITATIVE),10000.00,isalu
DIAG620,TROPONIN-T -  (QUANTITATIVE) [NA-HEPARIN BLOOD],20111.00,isalu
DIAG621,Troponin-T - (Qualitative)  [Na-Heparin Blood],10000.00,isalu
DRG3103,TROSYD CREAM,1872.00,isalu
DIAG173,TUNNELLED CATHETER REMOVAL,27500.00,isalu
DRG3113,Tuxil 4,772.00,isalu
PCD282,TWIN DELIVERY- NORMAL DELIVERY,85000.00,isalu
DRG5010,TWINRIX,10258.65,isalu
DRG3125,Tylenol PM X24,83.16,isalu
PCD4369,Tympanometry,16200.00,isalu
DRG4891,TYPHOID VACCINE,14097.42,isalu
DRG4893,TYZINE NASAL DROP 0.1 PERCENT 15ML,835.20,isalu
DRG4895,ULSAKIT 770mg,108.00,isalu
DIAG622,Ultrasensitive TSH,17772.48,isalu
DIAG1833,Umbilical Artery Doppler Studies,85536.00,isalu
DRG3128,UNABEN TAB 400MG,326.88,isalu
DRG3129,UNASYN CAP,324.00,isalu
DRG3130,UNASYN INJ,1396.80,isalu
PCD123,UNILATERAL HERNIA - INGUINAL REPAIR,345600.00,isalu
PCD124,Unilateral Laparoscopic Hernia - Inguinal Repair,291500.00,isalu
DRG3140,UPERIO TABS 100MG * 28,885.78,isalu
DIAG323,UREA -  [SERUM],4180.00,isalu
DIAG325,Urea Clearance test -  [Serum and Urine],29907.90,isalu
SUR0143,URETEROPLASTY,1026000.00,isalu
DIAG762,URETHRAL SWAB M/C/S,3920.40,isalu
PCD229,Urethroplasty - Stage 1,407440.00,isalu
DIAG329,URIC ACID -  [SERUM],5225.00,isalu
DIAG331,URIC ACID - [URINE],1200.00,isalu
DIAG380,URINALYSIS,2612.50,isalu
DRG4898,URINE BAG,623.70,isalu
DIAG763,URINE M/C/S,4312.44,isalu
DIAG333,URINE MICROALBUMIN/CREATININE RATIO - [URINE SPOT],10000.00,isalu
DIAG764,URINE MICROSCOPY (FOR  PARASITES),1600.00,isalu
CONS063,UROLOGIST CONSULTATION,28215.00,isalu
CONS064,UROLOGIST REVIEW,23085.00,isalu
DRG4900,URSODEOXYCHOLIC ACID 250MG,605.00,isalu
PCD4404,UTERINE EXPLORATION  ANEASTHESIA,15360.00,isalu
PCD167,Uvulopalatopharyngoplasty (UPPP),733920.00,isalu
PCD4376,Vagotomy/Pyloroplasty,546240.00,isalu
DRG3145,VALIUM INJ 10MG,1840.06,isalu
DRG4906,VALSARTAN 160MG,350.00,isalu
DRG4907,VALSARTAN 80MG,300.00,isalu
DRG4908,VALSARTAN HCTZ 160/12.5MG TAB,455.00,isalu
DRG1601,VALSARTAN HCTZ 80/12.5MG BRANDED,1629.52,isalu
DRG4912,Valtrex 500mg,144.00,isalu
DRG4913,VANCOMYCIN INJ 500MG,10478.16,isalu
PCD4378,Vasectomy,200000.00,isalu
MED0179,VAXIGRIP (FLU) VACCINE,13687.38,isalu
DIAG1707,VDRL (RPR) -  [SERUM],1000.00,isalu
DRG3157,VECUTEN CREAM,864.00,isalu
SON0001,VENOUS DOPPLER SCAN (LIMB),49896.00,isalu
CLI0086,Ventilator – CPAP,24000.00,isalu
DRG3165,VIAREX INHALER,4752.00,isalu
DRG4923,Victoza Pen 6mg/ml 3ml,28800.00,isalu
DRG1997,VIDAGLIPTIN 50MG,270.00,isalu
DRG4925,VIDAGLIPTIN/METFORMIN 50/1000MG TAB,800.00,isalu
DRG2000,VIDAGLIPTIN/METFORMIN 50/500MG TAB,1618.29,isalu
DRG1607,VINPOCETINE 5MG,285.12,isalu
DRG3174,VISINE EYE DROPS (SMALL),1440.00,isalu
DRG3175,VISION PLUS,100.80,isalu
DRG1746,"VIT B1, B6, B12/ DICLOFENAC 50MG  (DOLOMETA)",74.39,isalu
DRG3181,VITAMIN A 1000IU,142.30,isalu
DRG3182,VITAMIN B COMPLEX,29.70,isalu
DIAG623,VITAMIN B12 (CYANOCOBALAMIN) -  [SERUM],83.16,isalu
DIAG1632,"Vitamin B12, active (Holo Transcobalamin) - [Serum]",83.16,isalu
DIAG1633,Vitamin B6 pyridoxal phosphate - [EDTA  Blood],77.22,isalu
DRG3184,VITAMIN B-CO INJECTION 100mg/ml,410.81,isalu
DRG3185,VITAMIN B-CO SYRUP,2000.00,isalu
DRG2463,VITAMIN B-CO TAB,18.40,isalu
DRG2447,VITAMIN C 1000MG,100.98,isalu
DRG3188,VITAMIN C 100MG,9.20,isalu
DRG1818,VITAMIN C 100MG/5MLS SYRUP,2248.91,isalu
DRG3190,VITAMIN C 500MG,162.22,isalu
DRG3191,VITAMIN C INJECTION,588.87,isalu
DRG3193,VITAMIN E 1000IU,173.62,isalu
DRG3194,VITAMIN E 20MG,38.88,isalu
DRG3195,VITAMIN K INJECTION,579.51,isalu
DRG3196,Vitane Drop,2270.27,isalu
PCD364,Vitrectomy,480.00,isalu
PCD365,Vitrectomy With Retinal Detachment Repair,273600.00,isalu
DRG4943,VITRICINE EYE DROPS,1152.00,isalu
DRG3202,Voltaren emuge,385.00,isalu
DRG3203,VOLTAREN RETARD 100MG TAB,195.84,isalu
DRG3206,Voltfast 50mg,323.39,isalu
PCD6000,WALKING FRAME,28512.00,isalu
Physio1012,Walking Stick,5040.00,isalu
DRG3209,WARFARIN 1MG TABS X28 (TEVA),35.64,isalu
DRG3210,WARFARIN 3MG * 28 TABS TEVA,41.58,isalu
DRG3211,WARFARIN 5MG,128.82,isalu
DRG3214,WATER FOR INJECTION,60.00,isalu
SER0001,WBC,3657.50,isalu
DIAG450,"WBC (LEUCOCYTE) : TOTAL AND ABSOLUTE DIFFERENTIAL COUNTS,  -  [BLOOD]",550.00,isalu
DIAG1708,WIDAL TEST -  [SERUM],2380.00,isalu
MAJ0002,WOUND DRESSING (MAJOR),3780.00,isalu
MIN0001,WOUND DRESSING (MINOR),2565.00,isalu
DIAG767,WOUND SWAB M/C/S,4466.88,isalu
DRG4962,WRIST BRACE,3850.00,isalu
DRG4963,WRIST SPLINT,3850.00,isalu
DRG4964,Wrist Support Ambidextrous,10602.90,isalu
CLI0097,X RAY CHEST BOTH OBLIQUE,11900.00,isalu
DRG3253,Xarelto 10mg (Rivaroxaban),4756.76,isalu
DRG4966,Xarelto 15mg,3936.68,isalu
DIAG1915,XRAY ABDOMEN,13543.20,isalu
DIAG1916,XRAY ABDOMEN (AP SUPINE),5000.00,isalu
DIAG1917,XRAY ABDOMEN (ERECT AND SUPINE VIEWS),13543.20,isalu
DIAG1918,XRAY ABDOMEN (ERECT VIEW),5300.00,isalu
DIAG1919,XRAY Abdomen (Lateral shoot through),3300.00,isalu
DIAG1926,XRAY Babygram,12495.00,isalu
DIAG1927,XRAY Barium Enema,49896.00,isalu
DIAG1928,XRAY BARIUM MEAL AND FOLLOW THROUGH,42768.00,isalu
DIAG1929,XRAY Barium Meal for IC Region,28560.00,isalu
DIAG1931,XRAY Barium Swallow,35640.00,isalu
DIAG1934,XRAY BOTH ANKLE JOINT AP/LAT,20314.80,isalu
DIAG1936,XRAY BOTH ELBOW JOINT AP/LAT,17100.00,isalu
DIAG1937,XRAY BOTH FEET AP/LAT,18000.00,isalu
DIAG1940,XRAY BOTH HAND (AP),18000.00,isalu
DIAG1941,XRAY BOTH HAND (LAT),5500.00,isalu
DIAG1944,XRAY BOTH HIP JOINTS FROG VIEW,18960.48,isalu
DIAG1945,XRAY Both Humerus AP/LAT,11840.50,isalu
DIAG1947,XRAY BOTH KNEE AP/LAT STANDING,20520.00,isalu
DIAG1949,XRAY BOTH KNEES (AP),13090.00,isalu
DIAG1951,XRAY both lower limbs scanogram,8800.00,isalu
DIAG1954,XRAY BOTH SHOULDER JOINT AP/LAT,20520.00,isalu
DIAG1956,XRAY BOTH WRIST JOINT AP/LAT,10157.40,isalu
DIAG1960,XRAY Cervical Spine - Both Obliques,9800.00,isalu
DIAG1961,XRAY CERVICAL SPINE AP/LAT,7000.00,isalu
DIAG1962,XRAY Cervical Spine AP/LAT/Both OBL,17107.20,isalu
DIAG1970,XRAY CHEST AP/LAT,11511.72,isalu
DIAG1972,XRAY Chest For Ribs,5000.00,isalu
DIAG1977,XRAY CHEST PA VIEW,7840.80,isalu
DIAG1980,XRAY Clavicle AP,10692.00,isalu
DIAG1982,XRAY DISTAL LOOPOGRAM,14280.00,isalu
DIAG1988,XRAY FISTULOGRAM,50323.68,isalu
DIAG1989,XRAY FOOT AP VIEW,10157.40,isalu
DIAG1992,XRAY FOOT OBLIQUE VIEW,5000.00,isalu
DIAG1993,XRAY HAND AP,5000.00,isalu
DIAG1997,XRAY HIP AP,12188.88,isalu
DIAG1998,"XRAY HIP AP, LATERAL AND OBLIQUE",7700.00,isalu
DIAG2000,XRAY HUMERUS LAT OBLIQUE,10692.00,isalu
DIAG2004,XRAY IVP/IVU (Intravenous Pyelogram/Urogram),47957.00,isalu
DIAG2005,XRAY KNEE JOINT TUNNEL VIEW,2500.00,isalu
DIAG2007,"XRAY KUB (Kidneys, Ureters, Bladder)",6500.00,isalu
DIAG2169,XRAY L/S SPINE LYING SUPINE,7700.00,isalu
DIAG2170,Xray L/S spine Sitting Up and Lying Supine,7700.00,isalu
DIAG2009,XRAY LEFT ANKLE JOINT AP,5000.00,isalu
DIAG2010,XRAY LEFT ANKLE JOINT AP/LAT,10157.40,isalu
DIAG2013,XRAY LEFT ELBOW JOINT AP/LAT,10692.00,isalu
DIAG2014,XRAY LEFT FEMUR AP,9800.00,isalu
DIAG2015,XRAY LEFT FEMUR AP/LAT VIEW,12117.60,isalu
DIAG2019,XRAY LEFT FOREARMS (RADIUS AND ULNA) AP/LAT,10692.00,isalu
DIAG2022,XRAY LEFT HAND AP/LAT,10157.40,isalu
DIAG2025,XRAY LEFT HIP - AP / LAT,5000.00,isalu
DIAG2027,XRAY LEFT HUMERUS AP/LAT,2500.00,isalu
DIAG2028,XRAY LEFT KNEE  AP/LAT,10834.56,isalu
DIAG2035,XRAY LEFT SHOULDER JOINT AP,10692.00,isalu
DIAG2039,XRAY LEFT TIBIA AND FIBULA AP,10692.00,isalu
DIAG2040,XRAY LEFT TIBIA AND FIBULA PA/LAT,4000.00,isalu
DIAG2041,XRAY LEFT TOE AP/LAT,5000.00,isalu
DIAG2042,XRAY LEFT WRIST AP,5000.00,isalu
DIAG2043,XRAY LEFT WRIST JOINT AP/LAT,2500.00,isalu
DIAG2047,XRAY LUMBAR SPINE AP/LAT/BOTH OBL,19958.40,isalu
DIAG2048,XRAY LUMBAR SPINE AP/LAT/FLEXION / EXTENSION,7700.00,isalu
DIAG2051,XRAY LUMBOSACRAL AP,9800.00,isalu
DIAG2052,XRAY LUMBOSACRAL AP/LAT,12000.00,isalu
DIAG2054,XRAY Mandible (Left Oblique),12830.40,isalu
DIAG2055,XRAY Mandible (Right  oblique),9639.00,isalu
DIAG2056,XRAY Mastoids,8687.00,isalu
DIAG2057,XRAY MCU (Micturating cysto-urethrogram),57024.00,isalu
DIAG2067,XRAY PARANASAL SINUSES - LAT,15681.60,isalu
DIAG2069,XRAY PARANASAL SINUSES AP/WATERS/LAT,5500.00,isalu
DIAG2072,XRAY Pelvimetry,17107.20,isalu
DIAG2073,XRAY PELVIS AP,9979.20,isalu
DIAG2074,XRAY PELVIS AP/LAT,2500.00,isalu
DIAG2075,XRAY Pelvis Frog View,25660.80,isalu
DIAG2080,XRAY POST NASAL SPACE,8618.40,isalu
DIAG2171,XRAY RCUG,28619.50,isalu
DIAG2086,XRAY RIGHT ELBOW JOINT AP/LAT,6545.00,isalu
DIAG2092,XRAY RIGHT FOREARMS (RADIUS AND ULNA) AP/LAT,5500.00,isalu
DIAG2095,XRAY RIGHT HAND -AP/LAT,2500.00,isalu
DIAG2098,XRAY RIGHT HIP - AP / LAT,5400.00,isalu
DIAG2100,XRAY Right Hip Joint LAT,5500.00,isalu
DIAG2101,XRAY RIGHT HUMERUS AP/LAT,7700.00,isalu
DIAG2102,XRAY RIGHT KNEE  AP/LAT,6600.00,isalu
DIAG2112,XRAY RIGHT SHOULDER JOINT AP/LAT,10834.56,isalu
DIAG2121,XRAY Sacroiliac Joint AP View,3500.00,isalu
DIAG2134,XRAY SKULL (ALL VIEWS),15681.60,isalu
DIAG2135,XRAY SKULL AP/LAT,11511.72,isalu
DIAG2137,XRAY Skull Both Mandibles OBL,5000.00,isalu
DIAG2139,XRAY Skull Both Temporomandibular Joints,15351.00,isalu
DIAG2141,XRAY Skull LAT - Pituitary Fossa,8687.00,isalu
DIAG2150,XRAY Skull Right TM Joint,10115.00,isalu
DIAG2154,XRAY Soft Tissue neck LAT,18000.00,isalu
DIAG2156,XRAY Temporo-mandibular Joint LT (Closed),8687.00,isalu
DIAG2157,XRAY Temporo-mandibular Joint LT (Open),8687.00,isalu
DIAG2158,XRAY Temporo-mandibular Joint RT (Closed),5800.00,isalu
DIAG2160,XRAY Thoracic,25660.80,isalu
DIAG2161,XRAY Thoracic Inlet  - AP,8925.00,isalu
DIAG2163,XRAY THORACIC SPINE AP/LAT,11511.72,isalu
DIAG2164,XRAY THORACOLUMBER AP,6630.00,isalu
DIAG2165,XRAY THORACOLUMBER LAT,6000.00,isalu
DRG3258,XYLO MEPHA ADULT SPRAY,4963.32,isalu
DRG3259,XYLOCAINE AND ADRENALINE INJ,4615.38,isalu
DRG3260,XYLOCAINE GEL,1782.00,isalu
DRG3261,XYLOCAINE INJ 1%,1440.00,isalu
DRG3262,XYLOCAINE INJ 2%,960.00,isalu
DRG3263,XYLOCAINE SPRAY,14844.06,isalu
DRG4974,XYLOMEPHA NASAL SPRAY1 PIECE,3367.98,isalu
DRG2618,XYLOMETAZOLINE,10139.61,isalu
DRG4975,XYLOMETAZOLINE NASAL DROP 0 1PERCENT 10MLS1 BOT,1562.22,isalu
DRG3266,YEAST TAB,18.00,isalu
DRG3267,YELLOW FEVER VACCINE - SINGLE,3584.35,isalu
DRG3272,ZADITEN 1MG TAB,166.32,isalu
DRG3273,ZADITEN 2MG TAB,273.60,isalu
DRG3276,ZANTAC 150MG TAB,252.00,isalu
DRG3277,ZANTAC 300MG TAB,504.00,isalu
MED0017,ZANTAC INJECTION,1224.00,isalu
DRG3280,ZEFFIX 100MG TAB,1008.00,isalu
DRG4983,ZESTRIL 20MG TAB,204.48,isalu
DRG3292,ZIDOVUDINE SYRUP 50MG/5MLS,2289.60,isalu
DRG1280,ZINC 10MG TAB,65.34,isalu
DRG2056,ZINC 50MG,215.04,isalu
DRG3307,ZOLADEX INJ 10.8MG,123120.00,isalu
DRG3308,ZOLADEX INJ 3.6MG,67200.00,isalu
DRG4995,ZOPICLONE 7.5 MG,276.05,isalu
DRG3315,ZYLORIC 100MG TAB,130.68,isalu
DRG3316,ZYLORIC 300MG TAB,130.68,isalu
