procedurecode,procedure name,,band_d,band_c,band_b,band_a,band_special
DIAG011,ECG (RESTING) ELECTROCARDIOGRAPHY (PAEDIATRIC),"6,286.76","21,000.00",27930,39939.9,61108.047,168047.1293
DIAG1690,PROTHROMBIN TIME (PT) -  [CITRATE  PLASMA],"4,300.17","2,800.00",3724,5325.32,8147.7396,22406.2839
DIAG756,SWAB FOR M/C/S (ANY SWAB),"7,823.80","3,280.00",4362.4,6238.232,9544.49496,26247.36114
DIAG1706,VDRL (RPR) -  [CSF],"1,592.40",980,1303.4,1863.862,2851.70886,7842.199365
DIAG2018,XRAY LEFT FOREARM AP/LAT,"6,155.19","4,000.00",5320,7607.6,11639.628,32008.977
DIAG2022,XRAY LEFT HAND AP/LAT,"5,128.74","3,855.60",5127.948,7332.96564,11219.43743,30853.45293
DIAG2117,XRAY RIGHT WRIST JOINT AP/LAT,"4,768.92","3,672.00",4883.76,6983.7768,10685.1785,29384.24088
DIAG1215,HAPTOGLOBIN GENOTYPE - [EDTA BLOOD],"2,494.30","2,494.30",3317.419,4743.90917,7258.18103,19959.99783
DIAG726,MANTOUX TEST (TUBERCULIN SKIN TEST)  -  [SKIN TEST],"1,275.44","1,330.00",1768.9,2529.527,3870.17631,10642.98485
DIAG1836,SPIROMETRY/ LUNG FUNCTION TEST,"11,983.31","10,000.00",13300,19019,29099.07,80022.4425
DIAG605,THYROID STIMULATING HORMONE (TSH) -  [SERUM],"4,613.85","7,000.00",9310,13313.3,20369.349,56015.70975
DIAG333,URINE MICROALBUMIN/CREATININE RATIO - [URINE SPOT],"4,798.41","3,892.00",5176.36,7402.1948,11325.35804,31144.73461
DIAG1915,XRAY ABDOMEN,"4,613.44","2,520.00",3351.6,4792.788,7332.96564,20165.65551
DIAG1989,XRAY FOOT AP VIEW,"4,328.76","2,250.00",2992.5,4279.275,6547.29075,18005.04956
DIAG643,"AFB, CULTURE BY CONVENTIONAL  LJ MEDIUM -  [SPUTUM]","2,810.27","2,810.27",3737.6591,5344.852513,8177.624345,22488.46695
DIAG1859,SONO K.U.B KIDNEY URETER BLADDER (RENAL SCAN),"12,217.72","15,000.00",19950,28528.5,43648.605,120033.6638
DIAG1876,SONO THYROID SCAN,"9,794.16","5,614.50",7467.285,10678.21755,16337.67285,44928.60034
DIAG2095,XRAY RIGHT HAND -AP/LAT,"5,250.01","3,672.00",4883.76,6983.7768,10685.1785,29384.24088
DIAG188,ALBUMIN -  [SERUM],"2,235.00","1,156.39",1537.9987,2199.338141,3364.987356,9253.715229
DIAG1689,PREGNANCY TEST -  [URINE],"1,082.00",881,1171.73,1675.5739,2563.628067,7049.977184
DIAG1860,SONO KUB AND PROSTATE,"7,542.00","5,530.00",7354.9,10517.507,16091.78571,44252.4107
DIAG2005,XRAY KNEE JOINT TUNNEL VIEW,"5,156.61","2,520.00",3351.6,4792.788,7332.96564,20165.65551
DIAG2025,XRAY LEFT HIP - AP / LAT,"6,853.71","4,500.00",5985,8558.55,13094.5815,36010.09913
DIAG2043,XRAY LEFT WRIST JOINT AP/LAT,"5,078.09","3,547.20",4717.776,6746.41968,10322.02211,28385.5608
DIAG2050,XRAY LUMBER SPINE LAT,"6,635.29","3,360.00",4468.8,6390.384,9777.28752,26887.54068
DIAG195,ALT (SGPT) -  [SERUM],"6,534.62","6,534.62",8691.0446,12428.19378,19015.13648,52291.62532
DIAG532,ANTI HBCAG -TOTAL ANTIBODIES TO HEPATITIS B CORE AG -  [SERUM],"3,301.51","10,000.00",13300,19019,29099.07,80022.4425
DIAG210,"BILIRUBIN (INDIRECT), SERUM -  [SERUM]","1,377.63","1,377.63",1832.2479,2620.114497,4008.77518,11024.13175
DIAG044,CT CHEST,"49,924.62","42,000.00",55860,79879.8,122216.094,336094.2585
DIAG555,D-DIMER QUANTIFICATION -  [EDTA BLOOD],"10,100.15","7,000.00",9310,13313.3,20369.349,56015.70975
OPT76,FUNDUS PHOTOGRAPHY (BOTH EYES),"12,327.69","12,327.69",16395.8277,23446.03361,35872.43142,98649.18641
DIAG292,POTASSIUM -  [SERUM],"1,513.46","1,513.46",2012.9018,2878.449574,4404.027848,12111.07658
DIAG755,"STOOL, ROUTINE EXAMINATION, (BASIC) -  [STOOL]","1,906.85","1,906.85",2536.1105,3626.638015,5548.756163,15259.07945
DIAG604,TESTOSTERONE (TOTAL) -  [SERUM],"8,080.64","6,580.00",8751.4,12514.502,19147.18806,52654.76717
DIAG1956,XRAY BOTH WRIST JOINT AP/LAT,"8,767.69","6,463.00",8595.79,12291.9797,18806.72894,51718.50459
DIAG1987,XRAY FINGER AP/LAT,"5,568.77","3,672.00",4883.76,6983.7768,10685.1785,29384.24088
DIAG1997,XRAY HIP AP,"5,235.69","2,520.00",3351.6,4792.788,7332.96564,20165.65551
DIAG2074,XRAY PELVIS AP/LAT,"6,435.72","3,672.00",4883.76,6983.7768,10685.1785,29384.24088
DIAG2098,XRAY RIGHT HIP - AP / LAT,"7,004.31","5,000.00",6650,9509.5,14549.535,40011.22125
DIAG545,CEA -CARCINO EMBRYONIC ANTIGEN -  [SERUM],"11,036.75","9,180.00",12209.4,17459.442,26712.94626,73460.60222
DIAG094,CT PARA NASAL SINUSES (LIMITED),"47,766.67","42,000.00",55860,79879.8,122216.094,336094.2585
DIAG1693,PTTK -PARTIAL THROMBOPLASTIN TIME -  [CITRATE  PLASMA],"4,373.05","3,264.00",4341.12,6207.8016,9497.936448,26119.32523
DIAG1944,XRAY BOTH HIP JOINTS FROG VIEW,"7,663.44","2,520.00",3351.6,4792.788,7332.96564,20165.65551
DIAG1950,XRAY BOTH KNEES (LAT),"6,932.33","4,000.00",5320,7607.6,11639.628,32008.977
DIAG1993,XRAY HAND AP,"5,260.79","1,680.00",2234.4,3195.192,4888.64376,13443.77034
DIAG406,ABSOLUTE EOSINOPHILS COUNT -  [BLOOD],758.18,758.18,1008.3794,1441.982542,2206.233289,6067.141545
DIAG661,"AFB,SUSCEPTIBILITY-CLARITHROMYCIN -  [PURE CULTURE]","5,228.22","5,228.22",6953.5326,9943.551618,15213.63398,41837.49345
DIAG531,ANTI HBCAG -IGM ANTIBODIES TO HEPATITIS B CORE AG -  [SERUM],"3,476.71","4,200.00",5586,7987.98,12221.6094,33609.42585
DIAG689,Blood Culture(Anaerobic),"2,409.09","2,800.00",3724,5325.32,8147.7396,22406.2839
DIAG227,CHOLESTEROL (TOTAL) -  [BODY FLUID],"1,008.55","1,190.00",1582.7,2263.261,3462.78933,9522.670658
DIAG107,CT SCAN UROGRAPHY,"39,760.00","42,000.00",55860,79879.8,122216.094,336094.2585
DIAG1858,SONO HSG,"27,232.00","27,232.00",36218.56,51792.5408,79242.58742,217917.1154
DIAG1883,SONOGRAPHY SMALL PART,"9,759.73","9,759.73",12980.4409,18562.03049,28399.90665,78099.74329
DIAG620,TROPONIN-T -  (QUANTITATIVE) [NA-HEPARIN BLOOD],"13,353.64","10,360.00",13778.8,19703.684,30146.63652,82903.25043
DIAG331,URIC ACID - [URINE],"1,845.94","1,000.00",1330,1901.9,2909.907,8002.24425
DIAG1959,XRAY CERVICAL SPINE - AP,"4,621.45","3,360.00",4468.8,6390.384,9777.28752,26887.54068
DIAG2008,XRAY LEFT  KNEE (LAT),"5,512.36","2,520.00",3351.6,4792.788,7332.96564,20165.65551
DIAG2015,XRAY LEFT FEMUR AP/LAT VIEW,"8,742.18","3,989.48",5306.0084,7587.592012,11609.01578,31924.7934
DIAG2088,XRAY RIGHT FEMUR AP/LAT VIEW,"5,846.01","3,947.40",5250.042,7507.56006,11486.56689,31588.05895
MIN0001,WOUND DRESSING (MINOR),"1,752.48","1,752.48",2330.7984,3333.041712,5099.553819,14023.773
DENT56,DENTAL SCALING AND POLISHING,"8,841.36","8,841.36",11759.0088,16815.38258,25727.53535,70750.72221
DNA001,CONSUMABLES (N/A),715.9,715.9,952.147,1361.57021,2083.202421,5728.806658
MAJ0002,WOUND DRESSING (MAJOR),"2,438.38","2,438.38",3243.0454,4637.554922,7095.459031,19512.51234
DENT17,DENTAL CURETTAGE (PER TOOTH),"5,782.67","5,782.67",7690.9511,10998.06007,16827.03191,46274.33775
PCD798,NEBULISATION,"5,039.25","5,039.25",6702.2025,9584.149575,14663.74885,40325.30934
PCD135,FINE NEEDLE ASPIRATION,950.62,950.62,1264.3246,1807.984178,2766.215792,7607.093428
PCD4254,PHYSIOTHERAPY SESSION,"5,643.32","5,643.32",7505.6156,10733.03031,16421.53637,45159.22502
REG,REGISTRATION,"2,696.12","2,696.12",3585.8396,5127.750628,7845.458461,21575.01077
DENT69,DENTAL XRAY (DIGITAL - RVG),"4,698.63","4,698.63",6249.1779,8936.324397,13672.57633,37599.58491
PCD307,CAESERAN SECTION,"226,904.13","226,904.13",301782.4929,431548.9648,660269.9162,1815742.27
PCD274,Normal Delivery,"58,364.16","58,364.16",77624.3328,111002.7959,169834.2777,467044.2637
PCD240,CIRCUMCISION,"9,296.56","9,296.56",12364.4248,17681.12746,27052.12502,74393.34381
DENT1000,COMPOSITE FILLING,"12,886.97","12,886.97",17139.6701,24509.72824,37499.88421,103124.6816
PCD794,EAR SYRINGING -BILATERAL ,"9,373.60","9,373.60",12466.888,17827.64984,27276.30426,75009.83672
PHOT01,PHOTOTHERAPY (SINGLE) PER DAY,"6,558.26","6,558.26",8722.4858,12473.15469,19083.92668,52480.79837
PCD729,PERIDONTAL GUM SURGERY/TOOTH,"3,504.55","3,504.55",4661.0515,6665.303645,10197.91458,28044.2651
PCD303,ERPC EVACUATION MVA,"40,617.86","40,617.86",54021.7538,77251.10793,118194.1951,325034.0365
DENT44,DENTAL LIGHT CURVED COMPOSITE RESTORATION,"12,226.82","12,226.82",16261.6706,23254.18896,35578.90911,97842.00005
DENT63,DENTAL SURGICAL EXTRACTION (MAJOR),"24,330.30","24,330.30",32359.299,46273.79757,70798.91028,194697.0033
DENT39,DENTAL LIGHT CURED - COMPOSITE TOOTH BUILD UP,"10,260.63","10,260.63",13646.6379,19514.6922,29857.47906,82108.06742
OPT172,DILATATION,"2,529.78","2,529.78",3364.6074,4811.388582,7361.42453,20243.91746
PCD4099,DENTAL-INTRA-ORAL PERIAPICAL,"2,780.24","2,780.24",3697.7192,5287.738456,8090.239838,22248.15955
DENT13,DENTAL AMALGAM FILLING (A/F),"7,070.11","7,070.11",9403.2463,13446.64221,20573.36258,56576.7471
PCD4334,SUTURING OF LACERATIONS,"11,216.20","11,216.20",14917.546,21332.09078,32638.09889,89754.77195
PCD222,Prostate - Needle Biopsy  Neddle,593.42,593.42,789.2486,1128.625498,1726.797012,4748.691783
PCD273,EPISIOTOMY AND REPAIR,"13,908.34","13,908.34",18498.0922,26452.27185,40471.97592,111297.9338
PCD41,OPEN APPENDICECTOMY,"210,986.84","210,986.84",280612.4972,401275.871,613952.0826,1688368.227
DENT1001,GIC FILLING,"12,089.66","12,089.66",16079.2478,22993.32435,35179.78626,96744.41222
PCD130,"ABSCESS - SMALL, OR CELLULITIS REQUIRING INCISION AND DRAINAGE WITH LOCAL ANAESTHETIC","14,427.93","14,427.93",19189.1469,27440.48007,41983.9345,115455.8199
OPT103,LENS PRESCRIPTION,"17,125.45","17,125.45",22776.8485,32570.89336,49833.46683,137042.0338
PCD715,ANTERIOR COMPOSITE RESTORATION,"10,857.72","10,857.72",14440.7676,20650.29767,31594.95543,86886.12743
PCD792,EAR PIERCING ,"3,446.19","3,446.19",4583.4327,6554.308761,10028.0924,27577.2541
SUR0119,SIMPLE EXTRACTION,"10,553.79","10,553.79",14036.5407,20072.2532,30710.5474,84454.00535
DENT22,DENTAL FORCEP EXTRACTION (ADULT),"9,353.32","9,353.32",12439.9156,17789.07931,27217.29134,74847.55119
DIAG1902,OPG - ORTHOPANTOMOGRAM (FOR DENTAL PANORAMIC XRAY),"8,485.53","8,485.53",11285.7549,16138.62951,24692.10315,67903.28366
DENT24,DENTAL FORCEP EXTRACTION (NORMAL),"9,254.36","9,254.36",12308.2988,17600.86728,26929.32694,74055.64909
DIAG487,Histology,"24,165.59","24,165.59",32140.2347,45960.53562,70319.6195,193378.9536
DIAG748,SKIN SNIP FOR MICROFILARIE,"2,072.07","2,072.07",2755.8531,3940.869933,6029.530997,16581.21024
PCD241,CATHETERISATION,"12,012.45","12,012.45",15976.5585,22846.47866,34955.11234,96126.55894
PCD272,Induction of Labour  Normal delivery,"33,767.50","33,767.50",44910.775,64222.40825,98260.28462,270215.7827
DENT23,DENTAL FORCEP EXTRACTION (CHILDRENS),"6,151.87","6,151.87",8181.9871,11700.24155,17901.36958,49228.76635
PCD4331,SURGICAL EXTRACTION,"29,782.61","29,782.61",39610.8713,56643.54596,86664.62532,238327.7196
PCD131,"ABSCESS - LARGE, OR EXTENSIVE CELLULITIS REQUIRING INCISION OR DRAINAGE","33,895.13","33,895.13",45080.5229,64465.14775,98631.67605,271237.1091
PCD4336,SUTURING OF LACERATIONS(MINOR),"9,155.43","9,155.43",12176.7219,17412.71232,26641.44985,73263.98709
SUR0164,INCISION AND DRAINAGE,"20,426.19","20,426.19",27166.8327,38848.57076,59438.31326,163455.3615
DIAG456,BIOPSY- SMALL SPECIMEN FOR HISTOLOGY -  [TISSUE],"19,304.11","19,304.11",25674.4663,36714.48681,56173.16482,154476.2033
DENT64,DENTAL SURGICAL EXTRACTION (MINOR),"15,761.05","15,761.05",20962.1965,29975.941,45863.18972,126123.7717
PCD137,EXCISION OF GANGLION,"83,802.74","83,802.74",111457.6442,159384.4312,243858.1797,670609.9942
PCD299,INSERTION OF IUCD,"9,402.63","9,402.63",12505.4979,17882.862,27360.77886,75242.14187
PCD508,DEEP LACERATION SUTURE,"26,016.29","26,016.29",34601.6657,49480.38195,75704.98439,208188.7071
DENT32,DENTAL GLASS IONOMER FILLINGS -SELF CURE (PER TOOTH),"9,434.50","9,434.50",12547.885,17943.47555,27453.51759,75497.17337
PCD70,EXPLORATORY LAPAROTOMY,"273,600.00","273,600.00",363888,520359.84,796150.5552,2189414.027
DENT134,HISTOLOGY,"19,613.16","19,613.16",26085.5028,37302.269,57072.47158,156949.2968
PCD4032,"ASSISTED DELIVERY (FORCEPS,VACUUM ETC): BUNDLED PRICE","78,406.25","78,406.25",104280.3125,149120.8469,228154.8957,627425.9632
PCD300,REMOVAL OF INTRAUTERINE DEVICE IUCD,"8,263.38","8,263.38",10990.2954,15716.12242,24045.66731,66125.5851
DENT116,SPLINTING WITH COMPOSITE ( PER TOOTH),"14,767.20","14,767.20",19640.376,28085.73768,42971.17865,118170.7413
PCD725,FLUORIDATION -PER JAW,"2,564.78","2,564.78",3411.1574,4877.955082,7463.271275,20523.99601
PCD172,"FOREIGN BODY REMOVAL-EAR, NOSE, THROAT","18,852.26","18,852.26",25073.5058,35855.11329,54858.32334,150860.3892
PCD258,CERVICAL LACERATION REPAIR,"27,614.07","27,614.07",36726.7131,52519.19973,80354.37559,220974.5329
DENT54,DENTAL ROOT CANAL THREE ROOTS (POSTERIOR TEETH),"26,396.15","26,396.15",35106.8795,50202.83769,76810.34166,211228.4396
PCD4129,EXCISIONAL BIOPSY(WITH HISTOLOGY),"119,470.89","119,470.89",158896.2837,227221.6857,347649.1791,956035.2425
OPT21,BIFOCAL TRANSITION,"13,715.00","13,715.00",18240.95,26084.5585,39909.37451,109750.7799
DIAG165,NON-ULTRASOUND GUIDED ABDOMINAL PARAESTESIS,"7,381.71","7,381.71",9817.6743,14039.27425,21480.0896,59070.2464
OPT146,VARIFOCAL LENS,"20,666.67","20,666.67",27486.6711,39305.93967,60138.0877,165379.7412
DENT133,EXTRACTION ROOT (SIMPLE),"10,644.48","10,644.48",14157.1584,20244.73651,30974.44686,85179.72887
PCD4335,SUTURING OF LACERATIONS(MAJOR),"17,481.35","17,481.35",23250.1955,33247.77957,50869.10273,139890.0325
END0001,GASTRODUODENSCOPY,"1,202.08","1,202.08",1598.7664,2286.235952,3497.941007,9619.337769
PCD90,Gastroscopy,"76,363.64","76,363.64",101563.6412,145236.0069,222211.0906,611080.4992
DRG2738,PRIMALAR TAB,330,330,438.9,627.627,960.26931,2640.740603
Pro0003,TRANSVIGINAL SCAN,"9,283.82","9,283.82",12347.4806,17656.89726,27015.0528,74291.3952
PCD285,ABDOMINAL MYOMECTOMY - ABOVE 28  WEEKS,"344,000.00","344,000.00",457520,654253.6,1001008.008,2752772.022
PCD4408,APPENDICECTOMY COMPLICATED RUPTURED,"270,500.00","270,500.00",359765,514463.95,787129.8435,2164607.07
PCD4401,BILATERAL AURAL PACKING,"12,000.00","12,000.00",15960,22822.8,34918.884,96026.931
PCD126,BILATERAL HERNIA - INGUINAL REPAIR,"187,500.00","187,500.00",249375,356606.25,545607.5625,1500420.797
PCD304,CERVICAL CERCLEAGE ,"107,291.67","107,291.67",142697.9211,204058.0272,312208.7816,858574.1494
DENT19,DENTAL FISSURE SEALANT,"5,000.00","5,000.00",6650,9509.5,14549.535,40011.22125
DENT53,DENTAL ROOT CANAL ONE ROOT (ANTERIOR TEETH),"46,658.43","46,658.43",62055.7119,88739.66802,135771.6921,373372.1533
PCD763,Fine Needle Aspiration (Other Than Breast) Under Ultrasound,67.5,67.5,89.775,128.37825,196.4187225,540.1514869
PCD447,PLASTER OF PARIS LONG ARM,"71,428.57","71,428.57",94999.9981,135849.9973,207850.4958,571588.8635
MED0531,Steroid injection,"116,453.11","116,453.11",154882.6363,221482.1699,338867.72,931886.23
PCD44,Hartmann’s procedure,"2,306.67","2,306.67",3067.8711,4387.055673,6712.19518,18458.53675
SUR0126,HERNIORRHAPHY - OBSTRUCTED,"150,000.00","150,000.00",199500,285285,436486.05,1200336.638
OPT102,LENS DISPENSING,"19,944.44","19,944.44",26526.1052,37932.33044,58036.46557,159600.2803
PCD244,MARSUPIALISATION,"62,048.17","62,048.17",82524.0661,118009.4145,180554.4042,496524.6116
PHOT02,PHOTOTHERAPY (DOUBLE) PER DAY,"6,711.71","6,711.71",8926.5743,12765.00125,19530.45191,53708.74275
PCD284,ABDOMINAL MYOMECTOMY - BELOW 28 WEEKS,"222,500.00","222,500.00",295925,423172.75,647454.3075,1780499.346
PCD134,BURNS WOUND DEBRIDEMENT AND DRESSING,"40,086.00","40,086.00",53314.38,76239.5634,116646.532,320777.963
PCD88,Colonoscopy,"88,414.06","88,414.06",117590.6998,168154.7007,257276.6921,707510.9033
PCD133,DEBRIDEMENT OF INFECTED WOUND AREA AND CLOSURE,"41,593.75","41,593.75",55319.6875,79107.15313,121033.9443,332843.3468
DENT51,DENTAL PIT AND FISSURE SEALANTS PER TOOTH,"5,000.00","5,000.00",6650,9509.5,14549.535,40011.22125
DIAG242,eGFR -  Estimated Glomerular Filtration Rate –[Serum],"3,982.50","3,982.50",5296.725,7574.31675,11588.70463,31868.93773
OPT174,FOREIGN BODY REMOVAL,"10,288.89","10,288.89",13684.2237,19568.43989,29939.71303,82334.21083
DENT117,TEMPORARY FILLING,"6,464.29","6,464.29",8597.5057,12294.43315,18810.48272,51728.82748
PCD4355,TONGUE TIE RELEASE ,"6,425.00","6,425.00",8545.25,12219.7075,18696.15248,51414.41932
PCD700,AMALGAM FILLINGS - POSTERIOR FILLINGS,"4,725.00","4,725.00",6284.25,8986.4775,13749.31058,37810.6041
DIAG455,BIOPSY- MEDIUM SPECIMEN  FOR HISTOLOGY -  [TISSUE],"13,656.86","13,656.86",18163.6238,25973.98203,39740.19251,109285.5294
DRG1624,COPPER T (IUCD),"9,271.43","9,271.43",12331.0019,17633.33272,26978.99906,74192.24742
DENT11,DENTAL ACRYLIC PARTIAL DENTURES-FIRST TOOTH,"12,166.67","12,166.67",16181.6711,23139.78967,35403.8782,97360.66505
MED0347,Dianofem Tab,480,480,638.4,912.912,1396.75536,3841.07724
PCD121,REPAIR OF UMBILICAL HERNIA,"274,166.67","274,166.67",364641.6711,521437.5897,797799.5122,2193948.659
PCD170,ADENOTONSILLECTOMY,"323,333.33","323,333.33",430033.3289,614947.6603,940869.9203,2587392.281
PCD688,CYST - SOFT TISSUE - EXCISION,"68,283.22","68,283.22",90816.6826,129867.8561,198697.8199,546419.0047
Pro0005,EAR DRESSING,"2,890.67","2,890.67",3844.5911,5497.765273,8411.580868,23131.84739
DIAG479,ENDOMETRIAL BIOPSY  HISTOLOGY,"108,292.33","108,292.33",144028.7989,205961.1824,315120.6091,866581.675
PCD301,IMPLANON INSERTION,"13,834.67","13,834.67",18400.1111,26312.15887,40257.60308,110708.4085
PCD387,INGROWN TOENAIL - RADICAL EXCISION / WEDGE RESECTION - UNILATERAL,"36,679.67","36,679.67",48783.9611,69761.06437,106734.4285,293519.6784
PCD46,LAPAROSCOPIC APPENDICECTOMY,"205,606.00","205,606.00",273455.98,391042.0514,598294.3386,1645309.431
PCD793,Nasal Packing,"4,365.83","4,365.83",5806.5539,8303.372077,12704.15928,34936.43802
